id	output
{"address":"0x96564d4962795D0D467f685667254E7Ba8De2B89","chainId":56}	{"name": "sound world", "symbol": "Sound", "decimals": 5}
{"address":"0x7035EFD49EDc29648e111952c1d981db3F82A17b","chainId":56}	{"name": "Niki Coin", "symbol": "NKC", "decimals": 18}
{"address":"0xC75C929FF9ef2Bf06d28FA6bE5Ae7D4977f5433B","chainId":56}	{"name": "Paradise Island", "symbol": "PAIS", "decimals": 18}
{"address":"0x0dA9f8734b8EBE33E9C39d89789175d762722E97","chainId":56}	{"name": "owl king", "symbol": "OLK", "decimals": 18}
{"address":"0x61c6c5b0B9c40E8E3227e24729f109B0767b9007","chainId":56}	{"name": "CupidCoin", "symbol": "CUPID", "decimals": 18}
{"address":"0x41C529227a05E00C7731511eb3dF0001e2e1D914","chainId":56}	{"name": "GDXen Token", "symbol": "GDXen", "decimals": 18}
{"address":"0x68079053d77cf43f0693a52898BF77e365Bf9519","chainId":56}	{"name": "CSRoad", "symbol": "CSRoad", "decimals": 18}
{"address":"0x40A0C6173813952dEb8f9D4F7b3B819572E1C809","chainId":56}	{"name": "SOLANO", "symbol": "SOLO", "decimals": 9}
{"address":"0x10891c825D8FDeEb0621564F940Bb29712a2bc9F","chainId":56}	{"name": "CMM", "symbol": "COMEOESTAS", "decimals": 18}
{"address":"0x384C57B5373D80a63f4BCfB789E6D9Da3b5F4FAd","chainId":56}	{"name": "TestToken", "symbol": "TST", "decimals": 18}
{"address":"0xd32d01A43c869EdcD1117C640fBDcfCFD97d9d65","chainId":56}	{"name": "Nominex", "symbol": "NMX", "decimals": 18}
{"address":"0xa251D4C18496eb6958A0AcCFa6E158b730C8d9Ba","chainId":56}	{"name": "TestToken5", "symbol": "TST5", "decimals": 18}
{"address":"0xCeB1c9fa46F9204ABeC35E1cd9E1ecDF77b10a2b","chainId":56}	{"name": "TestToken6", "symbol": "TST6", "decimals": 18}
{"address":"0xac6013B85BB20BC47b585342c276DA5b24446a67","chainId":56}	{"name": "bluesky2000", "symbol": "BSK", "decimals": 18}
{"address":"0x96412902aa9aFf61E13f085e70D3152C6ef2a817","chainId":56}	{"name": "Wrapped AVAX", "symbol": "WAVAX", "decimals": 18}
{"address":"0x7283d8A3e3Ea5Ca3f5E15A5b715D67789388163D","chainId":56}	{"name": "Payment Coin", "symbol": "PC", "decimals": 18}
{"address":"0x6c558258A947B132018cCf9A65d26D08f43153aa","chainId":56}	{"name": "Sesterce Bitcoin", "symbol": "SBTC", "decimals": 9}
{"address":"0x8daD9693B6B1C42B1DD189bDd6C9963C7FDb9005","chainId":56}	{"name": "DGF", "symbol": "DGF", "decimals": 18}
{"address":"0x2eA6D7BC881e6A6503b635d5cCa9337eCD1fa3D6","chainId":56}	{"name": "POLYTTQCOIN", "symbol": "POLYTTQ", "decimals": 18}
{"address":"0xe9a24a1024A6760F7792AFe20209dA5B207A3F98","chainId":56}	{"name": "Wrapped BTC", "symbol": "WBTC", "decimals": 18}
{"address":"0x33F9005F8206b228FC145D4d850D2834a64D0B5D","chainId":56}	{"name": "Absurdcoin", "symbol": "ABSURD", "decimals": 18}
{"address":"0xA01b9cAFE2230093fbf0000B43701E03717F77cE","chainId":56}	{"name": "wBitcoin", "symbol": "wBTC", "decimals": 8}
{"address":"0x96635B702cadCda88dfbF11a4c8cbf6E8e7Ab5c4","chainId":56}	{"name": "ivendPay", "symbol": "IVPAY", "decimals": 18}
{"address":"0x41084E95725561782664eB43AA5FC1c3D6cf0c31","chainId":56}	{"name": "Openfabric AI", "symbol": "OFN", "decimals": 18}
{"address":"0xa581d6F8729CD81eeb6fACa7c6a19C5A543A6532","chainId":56}	{"name": "Dai Token", "symbol": "DAI", "decimals": 18}
{"address":"0x362680C97D83f23825F4C629B558632f05F3FeD8","chainId":56}	{"name": "Freedom Cash", "symbol": "FDC", "decimals": 18}
{"address":"0x29b6839D7136A0f44e4C5636eE059B5ef5b757B7","chainId":56}	{"name": "PP", "symbol": "PP", "decimals": 18}
{"address":"0xB3c33B5128F27b089c5407273E9f6b03BA3693a0","chainId":56}	{"name": "GRACIASGARDEN", "symbol": "GRG", "decimals": 18}
{"address":"0x1d52D65d56c350C818cDe64008dB06B820c956f3","chainId":56}	{"name": "DEXZone.io", "symbol": "DEXZ", "decimals": 18}
{"address":"0xF4FB694fC7191D9D4456452aDb7A6A23f4a797C9","chainId":56}	{"name": "Wouldnt Read About It", "symbol": "WRABI", "decimals": 18}
{"address":"0x59a80DbCEa7C3537D91fdC780A4B58B888888888","chainId":56}	{"name": "BOT", "symbol": "BOT", "decimals": 18}
{"address":"0xa3756292876385F58d0F4aaDDFc47Ad193B931dA","chainId":56}	{"name": "AntAmplifier", "symbol": "$ANT", "decimals": 9}
{"address":"0xEE56455945AF2Ef81Fa0dFc0e709Aca9aACE4340","chainId":56}	{"name": "iShares Bitcoin Trust", "symbol": "IBTC", "decimals": 18}
{"address":"0x1EF6a1ADd76016f137c313C23fA3C815F8D5725E","chainId":56}	{"name": "JXL", "symbol": "JXL", "decimals": 18}
{"address":"0x29a2C3f0c5f4A13ab00e4685B0dED9152366c450","chainId":56}	{"name": "U1", "symbol": "U1", "decimals": 18}
{"address":"0x3E8C4e033A2d6757774E46f0004bb79F6F13EC30","chainId":56}	{"name": "A1", "symbol": "A1", "decimals": 18}
{"address":"0x87A2d9a9A6b2D61B2a57798f1b4b2DDd19458Fb6","chainId":56}	{"name": "KDG Token", "symbol": "KDG", "decimals": 18}
{"address":"0x98a9d2519728C7C2A7E8Bf22a791B9C77Bb3E873","chainId":56}	{"name": "ETF", "symbol": "ETF", "decimals": 18}
{"address":"0x2f656140F77Cf8c0e450F27973667d75C8A728Bb","chainId":56}	{"name": "Trade Auto Laboratory", "symbol": "TAL", "decimals": 18}
{"address":"0x7e36ba618Cb70395AbB4B41179CC2259af4c8934","chainId":56}	{"name": "Nilacoin", "symbol": "NILA", "decimals": 6}
{"address":"0x078080197d4C172D844b3E6a89f647801F8dE049","chainId":56}	{"name": "AI Evolution", "symbol": "AIE", "decimals": 18}
{"address":"0x0590e660Ab065D2cbb5A1944d65456f60dD85B25","chainId":56}	{"name": "Rocket Coin", "symbol": "RKT", "decimals": 18}
{"address":"0x7f48eB6711dD16E242488a3DfE241Ee06829E480","chainId":56}	{"name": "SEC", "symbol": "SEC", "decimals": 18}
{"address":"0x9c6F5d1B16B105931262A2c86C190B84E51c6c20","chainId":56}	{"name": "BuySellFunToken", "symbol": "BSFT", "decimals": 18}
{"address":"0x9b139F0Bf76021BED399eEa177Bc7d4Ac5B2c1B6","chainId":56}	{"name": "Bunny Cake", "symbol": "BNC", "decimals": 9}
{"address":"0xfbcf80ed90856AF0d6d9655F746331763EfDb22c","chainId":56}	{"name": "NEXTYPE", "symbol": "NT", "decimals": 18}
{"address":"0x9870a39793D8FA8aAe04B9a3c343cDDB2789967e","chainId":56}	{"name": "Fentanyl", "symbol": "FENT", "decimals": 18}
{"address":"0xf1917602fFF55a5ebcCC7d03aEAD225DD9Bf3776","chainId":56}	{"name": "Vortheruem", "symbol": "VORT", "decimals": 9}
{"address":"0xDf061250302E5cCae091B18CA2B45914D785F214","chainId":56}	{"name": "Pop Token", "symbol": "PPT", "decimals": 18}
{"address":"0x00818F73Bf306CBa662452622fFA99C4eD3159E7","chainId":56}	{"name": "LayersZero", "symbol": "ZRO", "decimals": 18}
{"address":"0x591707e38F1f6669F286D60A0e8eA2DA8Bcfb0C2","chainId":56}	{"name": "Dicat", "symbol": "DCT", "decimals": 18}
{"address":"0x8CAC921f881169b9fcba90a1a1A0D9Dc045af0f0","chainId":56}	{"name": "Sharing chain", "symbol": "GXL", "decimals": 18}
{"address":"0xd1659F1b8c1dc904F3ACC0c0Ec1cE9C01879E3eD","chainId":56}	{"name": "Koisan International Coin", "symbol": "KIC", "decimals": 18}
{"address":"0x4eaE52907DBA9C370E9ee99F0CE810602a4f2c63","chainId":56}	{"name": "KaBoSu", "symbol": "KaBoSu", "decimals": 18}
{"address":"0x9D3245a6B7Fd03e98A02F9a126D37a9d4c9F4123","chainId":56}	{"name": "Dragon", "symbol": "🐉", "decimals": 18}
{"address":"0xEDF5E65A5f9b6F2e52AA6E2e35d3A6E9E1d74d14","chainId":56}	{"name": "Discreet", "symbol": "BDIS", "decimals": 18}
{"address":"0xd1DAc85f7d53F72d5Ab9aD4a1cf9B0b32AfB7ba2","chainId":56}	{"name": "Test", "symbol": "TEST", "decimals": 9}
{"address":"0xFE5a9B5eB4EF67Ee0ae59C80eD07eabf7498d8Ee","chainId":56}	{"name": "Test", "symbol": "TEST", "decimals": 9}
{"address":"0xe6E4CA793115B8A6A2141701067Ef6ecc9d4B807","chainId":56}	{"name": "MMDOGE", "symbol": "MMDOGE", "decimals": 18}
{"address":"0x49d7645d1454E6fD048C88e555a9b0b6015fbC4b","chainId":56}	{"name": "What Kind Of Fuck You Give Me", "symbol": "PITY", "decimals": 9}
{"address":"0x35Ca54262cbD1c6564f47eC3Ff601d63D20e2453","chainId":56}	{"name": "Ethereium Meta", "symbol": "ETHM", "decimals": 3}
{"address":"0x8A514B758BFF20Db8B61E7665E31CB3202550547","chainId":56}	{"name": "Tether USDt", "symbol": "USDT", "decimals": 18}
{"address":"0xAE23f487141d57294E910C678804A8b5e7Fdd432","chainId":56}	{"name": "LaunchpadXYZ", "symbol": "LPX", "decimals": 18}
{"address":"0x0bbbC7420b86893E5A7F5B27e18a39DD2Dc99bDe","chainId":56}	{"name": "Pillarz", "symbol": "PILLZ", "decimals": 18}
{"address":"0x7B5853DB3D2E8c7c4C062EE0AC9f3a3bbDCf7514","chainId":56}	{"name": "TestToken2", "symbol": "TST2", "decimals": 18}
{"address":"0xC6aC47BDD99eeF0FE395d100E6D7153E994c7ABC","chainId":56}	{"name": "TestToken3", "symbol": "TST3", "decimals": 18}
{"address":"0x6e09dbF0efe727ca2C5b20C71249d650f0c4B24d","chainId":56}	{"name": "TestToken4", "symbol": "TST4", "decimals": 18}
{"address":"0x016Dbe23c2dF9334D3f86f0CAcD5F6B6d392b018","chainId":56}	{"name": "police dogs", "symbol": "PoliceDogs", "decimals": 18}
{"address":"0xC44D4D26E6947d69b13F7463Db41b70F65Ee2873","chainId":56}	{"name": "Finacial", "symbol": "FST", "decimals": 18}
{"address":"0xB06C2283f785093579A57FC57521CB9cC348BD16","chainId":56}	{"name": "POPYCION", "symbol": "POPYCION", "decimals": 18}
{"address":"0x6d100574a7C04bA559b2e223Eac18CC1EE47d221","chainId":56}	{"name": "PBags", "symbol": "PBAGS", "decimals": 18}
{"address":"0x3c7CE6107F5D46D7671b9c9deb7A9f93C1C04BC0","chainId":56}	{"name": "HEME DAO", "symbol": "HEME", "decimals": 18}
{"address":"0x053DAa01686786b2d04310D8e3e0bE793aEB1202","chainId":56}	{"name": "USDTether", "symbol": "USDT", "decimals": 18}
{"address":"0x887A97d4B8B7C4c24cfb84B40d7B679c731Ce92B","chainId":56}	{"name": "HBTC", "symbol": "HBTC", "decimals": 18}
{"address":"0xC16034Bf0fD7dB49b2311E240376354AD9999999","chainId":56}	{"name": "BTCX", "symbol": "BTCX", "decimals": 18}
{"address":"0x44824b3971Bae1f03bC476d43E63c21A76457dd8","chainId":56}	{"name": "Tethor U5D", "symbol": "U5DT", "decimals": 18}
{"address":"0x8F59eAfAACf3BfB351eF6ACbfd4750A885E2C015","chainId":56}	{"name": "GenNergy", "symbol": "GENN", "decimals": 18}
{"address":"0x09c92dccFfC607bA11Ec5c406Eded22C89ddE7f2","chainId":56}	{"name": "BURATINO", "symbol": "PROPOGANDA", "decimals": 18}
{"address":"0x8FA6776F9b7642E0B75dB4E9ed1cCbb680894b5b","chainId":56}	{"name": "MASACHUSETS", "symbol": "IYERIHON", "decimals": 18}
{"address":"0xF08d6bEd657849567eaeC15091071f3B729508C3","chainId":56}	{"name": "SOLANA DAO", "symbol": "$SOD", "decimals": 18}
{"address":"0xB87c680f493c49F7C3Ad2BDbF9249f4ADdB4211f","chainId":56}	{"name": "Winnycoin", "symbol": "WPC", "decimals": 9}
{"address":"0xb5eC0e9B8E5661Ef2f895707d126f4A832549042","chainId":56}	{"name": "Liquidity Openfabric", "symbol": "LIQOFC", "decimals": 9}
{"address":"0xbbe2C35D780D17BcB4cD928E2782EABb8Eda257D","chainId":56}	{"name": "CryptoMintex Token", "symbol": "CMXT", "decimals": 18}
{"address":"0x605a1c214172fA504309b2aF2600FE5307567b3D","chainId":56}	{"name": "wrapped SANUSCOIN", "symbol": "wSAC", "decimals": 7}
{"address":"0x32C6E0dA236219E5BBc53700e89f5451bbbAb364","chainId":56}	{"name": "COOM COIN", "symbol": "COOM", "decimals": 18}
{"address":"0xad7124153C30D7E50AEcf65c7FC9E9B11A00c2dB","chainId":56}	{"name": "Twitt Coin", "symbol": "Twit", "decimals": 18}
{"address":"0x4507cEf57C46789eF8d1a19EA45f4216bae2B528","chainId":56}	{"name": "TokenFi", "symbol": "TOKEN", "decimals": 9}
{"address":"0xF9a73755e053EBB53f59eE91881eB1E4E3Cb8860","chainId":56}	{"name": "Xec Token", "symbol": "Xec", "decimals": 18}
{"address":"0xB6c423C6A8Bbc83FB05814D0F8334407E7031f8E","chainId":56}	{"name": "YOJ", "symbol": "YOJ", "decimals": 18}
{"address":"0x765202aAb3291A47C72b85e04F299cA96A0813c8","chainId":56}	{"name": "EnKommon Kurrencies", "symbol": "ΣKK", "decimals": 18}
{"address":"0x6b0D6cC12F20d3e3c9506b69276c06070cfd582B","chainId":56}	{"name": "Meme Cyber", "symbol": "MEMECB", "decimals": 18}
{"address":"0xeb1eec86AD47Fa29D87713d529F72167d2cA5EeD","chainId":56}	{"name": "Imperial Legacy", "symbol": "ILY", "decimals": 18}
{"address":"0xfB1c6bc4B6c67694F40567805e9010672b89763c","chainId":56}	{"name": "ForNDHCoin", "symbol": "4NC", "decimals": 18}
{"address":"0x8F1ebeb5d9F1005DE40c063b8e7B0f518c242981","chainId":56}	{"name": "KaBoSu", "symbol": "KaBoSu", "decimals": 18}
{"address":"0x0CaD4d1c96B6700426Fa006f73909a499a81f46c","chainId":56}	{"name": "SPC", "symbol": "SPC", "decimals": 18}
{"address":"0xF6481CC8c92075B411958d0c4148e20b4EFa8925","chainId":56}	{"name": "Kubera", "symbol": "KUBA", "decimals": 9}
{"address":"0xDeB9C936Cecb44e8abd7CB3eBd90447e5Dd371bb","chainId":56}	{"name": "Eth Ratio", "symbol": "RATIO", "decimals": 18}
{"address":"0xf414C2DCb416E4C6b3Bc9089CAFA150E37C5B80C","chainId":56}	{"name": "L3", "symbol": "L3", "decimals": 18}
{"address":"0x50f7728628B585432A943956F8EB9926fC516f7B","chainId":56}	{"name": "BABİRK", "symbol": "BAB", "decimals": 12}
{"address":"0x7133ebfddcC5c51f75651f0CA3Ceb640A57cFa60","chainId":56}	{"name": "Diamond Token Test A", "symbol": "DNTTA", "decimals": 8}
{"address":"0xe22Be7b13eDF9C28DCF5833522E4c774aB750DD5","chainId":56}	{"name": "BubaCion", "symbol": "BBC", "decimals": 4}
{"address":"0x387Fe643Cb93e8f40455890f0fddF7958D533402","chainId":56}	{"name": "LIRAS", "symbol": "LIRAS", "decimals": 18}
{"address":"0x4Fd1DC364939c9816Ca6c1A70Df07097d2011C49","chainId":56}	{"name": "PMstable", "symbol": "PMDT", "decimals": 18}
{"address":"0x64102E823a3e126F228256E6d423F49c42C52C60","chainId":56}	{"name": "Cryptunes", "symbol": "TUNE", "decimals": 9}
{"address":"0x451eF3Ac7E91682a79c952686a1CE821BD0Dfc5E","chainId":56}	{"name": "BOOST", "symbol": "BOOST", "decimals": 18}
{"address":"0x2DA92C84f613513EC383d89bC9d76a5426e3a598","chainId":56}	{"name": "BOOST", "symbol": "BOOST", "decimals": 9}
{"address":"0xD8B7F2F721595fd5E8eb3A13357a076954a4ef02","chainId":56}	{"name": "BOOST", "symbol": "BOOST", "decimals": 9}
{"address":"0x8b62c735C16eE67671d40d2447a243B2745Dc84b","chainId":56}	{"name": "Weekend", "symbol": "WEEKEND", "decimals": 9}
{"address":"0x1337A9433291244b7ff57A7b903DbEA2Cb9062F4","chainId":56}	{"name": "Wrapped Bitcoin T", "symbol": "WPBCT", "decimals": 18}
{"address":"0xE05210EeC11f3C69Dc4C834c466DaeEd459b99e8","chainId":56}	{"name": "IzziToken", "symbol": "IZT", "decimals": 18}
{"address":"0xD237639DCcAf8FB5ca89C12aE17Cef14C62ec7b7","chainId":56}	{"name": "Mini Treasure Chest", "symbol": "MTC", "decimals": 10}
{"address":"0x79526F04d63Cd5Fe3592791256c96496cED77054","chainId":56}	{"name": "EthereumMax", "symbol": "MAX", "decimals": 18}
{"address":"0x351A48fb747268B2C13eE6ed19DE4F39FE778a6F","chainId":56}	{"name": "Mickey Mouse", "symbol": "MICKEY", "decimals": 18}
{"address":"0xFC723DCa0AE3B52db23bd1021223874676f78c09","chainId":56}	{"name": "WORLD SMART DIGITAL CURRENCY", "symbol": "WSDC", "decimals": 8}
{"address":"0xd55413B90921b11A3A67690b1c263Fd05b5B92fa","chainId":56}	{"name": "PPFC", "symbol": "PPFC", "decimals": 18}
{"address":"0x8e17ed70334C87eCE574C9d537BC153d8609e2a3","chainId":56}	{"name": "wazirx token", "symbol": "WRX", "decimals": 8}
{"address":"0x9063633E2A063b5f5eA195Bf447306324ef675eE","chainId":56}	{"name": "Bitcoin", "symbol": "BTC", "decimals": 18}
{"address":"0x5FA5992893c3738c5a4a8E7Fb9Eb24218D16908f","chainId":56}	{"name": "CyberShib", "symbol": "CYBERSHIB", "decimals": 9}
{"address":"0xFF2AEC2DfD8978EeBF9Bc036ab820e0350aCf28B","chainId":56}	{"name": "$50 Renda Niki", "symbol": "$50", "decimals": 18}
{"address":"0xDA214FC2f65e877C992D8655E9269152BD955381","chainId":56}	{"name": "$50 Renda Niki", "symbol": "$50", "decimals": 18}
{"address":"0x0e1cda86dACF5D436C6243C45FCA9673b16c07E3","chainId":56}	{"name": "VORAX", "symbol": "VORAX", "decimals": 18}
{"address":"0x3C5928E25F126612E413DE462f4148E577fd0F54","chainId":56}	{"name": "Expertium Chain", "symbol": "EXP", "decimals": 18}
{"address":"0x9c6dc01C8635E45a131Fd83ee142bef658a5D603","chainId":56}	{"name": "USDT", "symbol": "USDT", "decimals": 0}
{"address":"0xB5e35AAC9A903B27C7B9b95F8AbA73eE212EDB5f","chainId":56}	{"name": "MTS", "symbol": "MTS", "decimals": 18}
{"address":"0x8635c1F252fcCA082eE38C1E5D1AFCc224405faA","chainId":56}	{"name": "Craftum", "symbol": "Craftum", "decimals": 18}
{"address":"0xc5a9CED6A445F8768449d534b09fFC16e050CDA7","chainId":56}	{"name": "Solana", "symbol": "SOL", "decimals": 18}
{"address":"0x41488A8ABC0ccfC183bb875062Be8d4653C056d0","chainId":56}	{"name": "Tethor U5D", "symbol": "U5DT", "decimals": 18}
{"address":"0x1E487F6B5D274859FF593C724C3cF7516ba9c80b","chainId":56}	{"name": "Arabian Shiba", "symbol": "ArabSHIB", "decimals": 9}
{"address":"0x2fc00683e0B83a5472CeFAF083baBE3bE9E7DFA6","chainId":56}	{"name": "Tarmex", "symbol": "TARM", "decimals": 18}
{"address":"0x866eE38A900Ae4d2E6ac4b116A5Ef8479f9a5367","chainId":56}	{"name": "Dragon2024", "symbol": "Dragon2024", "decimals": 18}
{"address":"0x1e8B5e7F90a925FcbCbcC5F869921f5033a6fd65","chainId":56}	{"name": "Maya", "symbol": "MYA", "decimals": 18}
{"address":"0xD4430f2A1EADda7a2e3bCFeb115F536f7209b5D6","chainId":56}	{"name": "IKOLF-TEST-1", "symbol": "IKOLF-TEST-1", "decimals": 9}
{"address":"0xddDE615C8bF100027a101c10E7a45fe0cC5131E1","chainId":56}	{"name": "TRUSTxGAMINGM2", "symbol": "TXGM2", "decimals": 18}
{"address":"0x30287644f2B5827830067eD29e276DF0b9f026d7","chainId":56}	{"name": "LaunchpadXYZ", "symbol": "LPX", "decimals": 18}
{"address":"0xA59ecAf18171D5129cf68E91d4eCACD1fe2D1C6E","chainId":56}	{"name": "Binance coin", "symbol": "BNB", "decimals": 18}
{"address":"0xce00e74Bfa63703d4aa9c90aB47BfeE47c73eb10","chainId":56}	{"name": "Toki-Toki", "symbol": "7Toki", "decimals": 18}
{"address":"0xA7478E8A2D2D32C73974744F7E0E061DFc6441fB","chainId":56}	{"name": "SavAct System Token", "symbol": "SAVACT", "decimals": 4}
{"address":"0xE357dD70Ca368867CC6Fb9Cc36f111dC95df9000","chainId":56}	{"name": "LPNFT", "symbol": "LPNFT", "decimals": 18}
{"address":"0x8587332Ac38cf324fce20e4f0BE148d96038833b","chainId":56}	{"name": "Tinker", "symbol": "TNKR", "decimals": 6}
{"address":"0xea02412eD7290623acC267E98B69Ad81aD4c9481","chainId":56}	{"name": "MYRA Token", "symbol": "MYRA", "decimals": 18}
{"address":"0x8E808e48cb6ac08Cbf3F7044CCF0abE7D36236dD","chainId":56}	{"name": "Sex", "symbol": "Sex", "decimals": 18}
{"address":"0x07d93f815Aa3Cc77648aDf2bE1e17Bc28b54a838","chainId":56}	{"name": "Terahash", "symbol": "TH", "decimals": 18}
{"address":"0x050952D50B1a3C6533E602fB19206e56Bb7Ff893","chainId":56}	{"name": "NeiroCoin", "symbol": "NER", "decimals": 18}
{"address":"0x19bebE68157413Dbc66F53DFb491EF555Bbc9445","chainId":56}	{"name": "$MEME", "symbol": "$MEME", "decimals": 18}
{"address":"0x9110974537271FD9E76Fd2BAB2D0D47Db5dC3368","chainId":56}	{"name": "Diamond Token Test A", "symbol": "DNTTA", "decimals": 8}
{"address":"0x8686Bc7156117AaB4349A1E4d0368C915d809c1a","chainId":56}	{"name": "Mickey Mouse", "symbol": "MICKEY", "decimals": 18}
{"address":"0xfDDCC7F243A80AE54EEb5BDDbc072Bd733aff3e3","chainId":56}	{"name": "CoinPay", "symbol": "COINPAY", "decimals": 18}
{"address":"0xb6FbD60526760b750Ae5656a35EF73d5b8c26cBB","chainId":56}	{"name": "Peace", "symbol": "PEACE", "decimals": 10}
{"address":"0x3ADE350e05F631f946B6d2B1a2deAAF95DCB243a","chainId":56}	{"name": "Meta games Coin", "symbol": "MGC", "decimals": 18}
{"address":"0xcF81d4A46debC454a667aad7bb0cBD0BdF04bD3f","chainId":56}	{"name": "PiKing", "symbol": "PiKing", "decimals": 18}
{"address":"0xc88Dc63bf0c8c8198C97Db0945E3eF25Ca89A8e4","chainId":56}	{"name": "USD Coin", "symbol": "USDC", "decimals": 6}
{"address":"0xe38FEb1B0Fa77979c39Df0EBd61Bf8BAeE25B675","chainId":56}	{"name": "Tether USD", "symbol": "USDT", "decimals": 6}
{"address":"0xec6432B90e7fD4d9f872cc5C781f05B617DB861E","chainId":56}	{"name": "BitTeamToken", "symbol": "BTT", "decimals": 18}
{"address":"0xA70DE21F95B8f30a483c0490F5E3a64b31bD06c8","chainId":56}	{"name": "PiPiXia", "symbol": "PPX", "decimals": 18}
{"address":"0x6390D302c6E3d589B66357bD3749743Fd054ed9C","chainId":56}	{"name": "E Mask", "symbol": "EMK", "decimals": 18}
{"address":"0xA8075d00a5509F22A749B6a2dd754dc01FE97666","chainId":56}	{"name": "BlackBnk Investments", "symbol": "BKIN", "decimals": 18}
{"address":"0x287b6bA4948696a4fb443B335E9ADE4AC872F534","chainId":56}	{"name": "SOLANA", "symbol": "$SOL", "decimals": 18}
{"address":"0xA00eFF5Eb81F3A71654094B619b368f50C6b416C","chainId":56}	{"name": "Universe token", "symbol": "UNIVERSE", "decimals": 18}
{"address":"0x640612D7f6080B3cFe38c85e8e3BC189Be2051Ab","chainId":56}	{"name": "ATTACKING PEPE", "symbol": "APP", "decimals": 18}
{"address":"0x6264C32df6986FE05e36e804E6663f188291efe1","chainId":56}	{"name": "MEVT", "symbol": "MEVT", "decimals": 18}
{"address":"0xBC628769eDf2CEe81B583dd5F09c8Ff2A0490AA4","chainId":56}	{"name": "BAKSHEESH", "symbol": "BKSH", "decimals": 18}
{"address":"0xD9a0DC07D25ed65DA8eD4321C42f7f35De81bf2D","chainId":56}	{"name": "FishSwap", "symbol": "FISH", "decimals": 18}
{"address":"0x8263062fbE08Fca7Ec0D43C4c7A68CE3d76800bC","chainId":56}	{"name": "RockStar", "symbol": "ROCK", "decimals": 18}
{"address":"0xE5A1ba9ac6b2334611553cA4297EFD88d5331313","chainId":56}	{"name": "UDAO", "symbol": "UDAO", "decimals": 18}
{"address":"0xcdD8Dc24a5a71134Dc0d79a0333581996ae615D4","chainId":56}	{"name": "DW2", "symbol": "DW2", "decimals": 18}
{"address":"0x999B0Eb25F7618b6D1704cFbE7C371B999cb561f","chainId":56}	{"name": "BLUEDOG", "symbol": "BLUED", "decimals": 18}
{"address":"0x3B2638F9E24403020b7C3Da4B3d84BD565d05289","chainId":56}	{"name": "Azuro Protocol", "symbol": "AZUR", "decimals": 18}
{"address":"0x694357349c773d4a6C9262000D1862d823B79738","chainId":56}	{"name": "Rhino", "symbol": "RIO", "decimals": 1}
{"address":"0x74926B3d118a63F6958922d3DC05eB9C6E6E00c6","chainId":56}	{"name": "DOGGY", "symbol": "DOGGY", "decimals": 18}
{"address":"0x5b3ecC1977E52dbf558Ff09E9B5C1aB5Fc33ad89","chainId":56}	{"name": "Liquidity Openfabric", "symbol": "LIQOFC", "decimals": 9}
{"address":"0x0FB25d370aE360c9a9d85868ad24FbC70F0D4e05","chainId":56}	{"name": "Dai Token", "symbol": "DAI", "decimals": 18}
{"address":"0x5b1F3b2Bbe8446ff9568cAE52FDFda52128d9397","chainId":56}	{"name": "Community Helper Coin", "symbol": "CHCToken", "decimals": 18}
{"address":"0xeaC726373EFF7a1c2072c60838E4734D9e375EE7","chainId":56}	{"name": "PEP USD", "symbol": "PUSD", "decimals": 18}
{"address":"0x4F27Da3C0B36cCbF247712BcFdd3983A91Cc96b7","chainId":56}	{"name": "PEP", "symbol": "PEP", "decimals": 18}
{"address":"0x658A109C5900BC6d2357c87549B651670E5b0539","chainId":56}	{"name": "The Force Token", "symbol": "FOR", "decimals": 18}
{"address":"0x1BD8BACDd1B468bcE89fb864297A85062b4A06D5","chainId":56}	{"name": "VITAROM PEP", "symbol": "VITAROM", "decimals": 8}
{"address":"0xEE0Fb3b57E062e31c604610966D706fbB5acc693","chainId":56}	{"name": "SOAR COIN", "symbol": "SOAR", "decimals": 18}
{"address":"0xdb824d84d34D34C16B1dA71C10C61b24c44137Ff","chainId":56}	{"name": "skilling exhange token", "symbol": "SKILL", "decimals": 18}
{"address":"0x8b505aAea7F799a9986E26e91848607885d10990","chainId":56}	{"name": "Memecoin", "symbol": "MEME", "decimals": 18}
{"address":"0x87230146E138d3F296a9a77e497A2A83012e9Bc5","chainId":56}	{"name": "Squid Game", "symbol": "SQUID", "decimals": 18}
{"address":"0xF64E251A266dBE36E89EaAf4Eb6Cf8316Aeecd74","chainId":56}	{"name": "Memecoin", "symbol": "MEME", "decimals": 18}
{"address":"0xB8d9E69B13e496D29723bbbe750c33E2DD5CF797","chainId":56}	{"name": "DIABLO", "symbol": "DIABLO", "decimals": 18}
{"address":"0x1211a622703DAB082e4765328BF610Be0866b082","chainId":56}	{"name": "MEMECOIN", "symbol": "$MEME", "decimals": 18}
{"address":"0x60dcECBA339253C963842c18a052F39ec7b90BeF","chainId":56}	{"name": "Harambe Token", "symbol": "HARAMBEAI", "decimals": 18}
{"address":"0x19cd9B8e42d4EF62c3EA124110D5Cfd283CEaC43","chainId":56}	{"name": "BattleInfinity", "symbol": "IBAT", "decimals": 9}
{"address":"0x301f02CBd81c2653bCD72a9d443da136D3b1b1B1","chainId":56}	{"name": "BIBI", "symbol": "BIBI", "decimals": 18}
